generation_name,generation_code,generation_volume,maker_code,model_code,origin
렉스턴 스포츠 칸 (19~21년),1961,3,31,140,K
렉스턴 스포츠 (18~21년),1892,6,31,140,K
G4 렉스턴 (17~20년),1825,1,31,140,K
렉스턴W (12~17년),1507,1,31,140,K
슈퍼 렉스턴 (08~12년),1159,0,31,140,K
렉스턴2 유로 (07~08년),1190,0,31,140,K
렉스턴2 (06~07년),805,0,31,140,K
뉴렉스턴 (03~06년),618,0,31,140,K
렉스턴 (01~03년),267,0,31,140,K
로디우스 유로 (12~13년),2104,0,31,141,K
뉴 로디우스 (07~12년),968,0,31,141,K
로디우스 (04~07년),701,0,31,141,K
무쏘 (26년~현재),2951,0,31,142,K
무쏘 EV (25년~현재),2887,0,31,142,K
무쏘 칸 (25년~현재),2886,0,31,142,K
무쏘 스포츠 (25년~현재),2885,0,31,142,K
무쏘 스포츠 (02~06년),265,0,31,142,K
뉴 무쏘 (98~04년),557,1,31,142,K
무쏘 밴 (98~04년),1205,0,31,142,K
무쏘 (93~98년),268,0,31,142,K
액티언 2세대 (24년~현재),2857,1,31,143,K
액티언 (05~11년),785,0,31,143,K
액티언 스포츠 (06~11년),810,0,31,143,K
이스타나 (95~03년),272,0,31,144,K
체어맨H 뉴 클래식 (11~14년),1422,1,31,145,K
체어맨H (08~11년),964,0,31,145,K
뉴 체어맨W (11~17년),1430,2,31,145,K
체어맨W (08~11년),948,1,31,145,K
뉴체어맨 (03~08년),538,0,31,145,K
체어맨 (97~03년),266,0,31,145,K
뉴카이런 (07~11년),888,0,31,146,K
카이런 (05~07년),761,0,31,146,K
칼리스타 (92~94년),271,2,31,147,K
뷰티풀 코란도 (19년~현재),1979,1,31,148,K
뉴 스타일 코란도 C (17~18년),1785,0,31,148,K
뉴 코란도 C (13~17년),1577,6,31,148,K
코란도 C (11~13년),1374,1,31,148,K
더 뉴 코란도 스포츠 (16~18년),1730,4,31,148,K
코란도 스포츠 (12~16년),1476,4,31,148,K
코란도 투리스모 (13~19년),1549,5,31,148,K
뉴코란도 (96~05년),269,1,31,148,K
코란도 훼미리 (88~96년),867,0,31,148,K
코란도 지프 (69~96년),270,0,31,148,K
코란도 EV (24년~현재),2842,0,31,1114,K
코란도 이모션 (22~23년),2469,0,31,1114,K
더 뉴 토레스 (24년~현재),2840,0,31,1247,K
토레스 EVX (23년~현재),2805,0,31,1247,K
토레스 (22~24년),2725,6,31,1247,K
더 뉴 티볼리 (23년~현재),2784,1,31,830,K
더 뉴 티볼리 에어 (23년~현재),2785,1,31,830,K
베리 뉴 티볼리 (19년~현재),2091,0,31,830,K
티볼리 아머 (17~19년),1844,1,31,830,K
티볼리 (15~17년),1639,3,31,830,K
티볼리 에어 (16년~현재),1701,0,31,830,K
덤프,549,0,31,784,K
카고트럭,1473,0,31,784,K
DA50트럭,1326,0,31,784,K
SY트럭,1327,0,31,784,K
기타,552,0,31,776,K
스피라 (08년~현재),1500,0,1000,80,K
전기차,2352,0,85,1069,K
캠핑카,1672,0,85,865,K
캠핑 트레일러,1673,0,85,866,K
기타,872,1,85,81,K
A클래스 4세대 (19년~현재),2101,7,21,353,I
A클래스 3세대 (13~18년),1576,2,21,353,I
A클래스 2세대 (04~12년),204,0,21,353,I
A클래스 1세대 (97~04년),2114,0,21,353,I
B클래스 2세대 (12~18년),1773,0,21,354,I
B클래스 1세대 (05~11년),882,0,21,354,I
C클래스 5세대 (22년~현재),2711,1,21,355,I
C클래스 4세대 (14년~현재),1714,5,21,355,I
C클래스 3세대 (07~14년),939,1,21,355,I
C클래스 2세대 (00~07년),205,0,21,355,I
C클래스 1세대 (93~00년),2115,0,21,355,I
E클래스 11세대 (24년~현재),2822,13,21,356,I
E클래스 10세대 (16년~현재),1766,37,21,356,I
E클래스 9세대 (09~17년),1146,8,21,356,I
E클래스 8세대 (02~09년),2116,0,21,356,I
E클래스 7세대 (95~02년),2117,0,21,356,I
E클래스 (36~95년),206,1,21,356,I
CLA클래스 2세대 (20년~현재),2220,2,21,807,I
CLA클래스 1세대 (14~19년),1586,1,21,807,I
CLE클래스 (24년~현재),2827,5,21,1283,I
CLK클래스 2세대 (02~09년),210,0,21,369,I
CLK클래스 1세대 (97~03년),2124,0,21,369,I
CLS클래스 3세대 (18년~현재),1945,10,21,357,I
CLS클래스 2세대 (10~17년),1419,3,21,357,I
CLS클래스 1세대 (04~11년),715,1,21,357,I
S클래스 7세대 (21년~현재),2357,76,21,358,I
S클래스 6세대 (13~21년),1713,50,21,358,I
S클래스 5세대 (05~13년),770,12,21,358,I
S클래스 4세대 (98~06년),2133,4,21,358,I
S클래스 3세대 (93~01년),2134,1,21,358,I
마이바흐 2세대 (21년~현재),2394,41,21,359,I
마이바흐 1세대 (15년~20년),644,15,21,359,I
마이바흐 SL클래스,2938,0,21,1331,I
마이바흐 GLS클래스 (20년~현재),2372,39,21,1074,I
GLA클래스 (20년~현재),2341,1,21,817,I
GLA클래스 (14~20년),1614,0,21,817,I
GLB클래스 (20년~현재),2342,8,21,1065,I
GLC클래스 2세대 (23년~현재),2790,10,21,876,I
GLC클래스 1세대 (16년~현재),1696,8,21,876,I
GLE클래스 2세대 (19년~현재),2099,16,21,873,I
GLE클래스 1세대 (16~19년),1690,3,21,873,I
GLK클래스 (09~15년),993,1,21,360,I
GLS클래스 3세대 (20년~현재),2309,15,21,889,I
GLS클래스 2세대 (16~19년),1710,2,21,889,I
GL클래스 (12~16년),1778,1,21,361,I
GL클래스 (06~12년),832,0,21,361,I
G클래스 3세대 (19년~현재),1954,53,21,362,I
G클래스 2세대 (90~18년),209,9,21,362,I
G클래스 1세대 (79~01년),2182,1,21,362,I
M클래스 3세대 (12~15년),1511,0,21,363,I
M클래스 2세대 (05~11년),212,0,21,363,I
M클래스 1세대 (97~05년),2178,0,21,363,I
AMG GT (25년~현재),2907,0,21,842,I
AMG GT 1세대 (14년~현재),1660,17,21,842,I
R클래스 (05~13년),897,1,21,364,I
V클래스 3세대 (14년~현재),1715,12,21,365,I
V클래스 2세대 (03~14년),655,0,21,365,I
V클래스 1세대 (96~03년),2183,0,21,365,I
스프린터 3세대 (19년~현재),1972,28,21,366,I
스프린터 2세대 (06~18년),1252,7,21,366,I
스프린터 1세대 (95~06년),2184,0,21,366,I
유니목,2328,0,21,1060,I
EQA (21년~현재),2405,0,21,1087,I
EQB (22년~현재),2730,2,21,1249,I
EQC (19년~현재),2097,1,21,1007,I
EQE (22년~현재),2750,0,21,1262,I
EQS (21년~현재),2458,0,21,1111,I
EQE (23년~현재),2793,1,21,1274,I
EQS (23년~현재),2766,2,21,1268,I
마이바흐 EQS (24년~현재),2854,2,21,1295,I
SLK클래스 3세대 (11~16년),1776,0,21,368,I
SLK클래스 2세대 (04~10년),699,0,21,368,I
SLK클래스 1세대 (96~04년),211,0,21,368,I
SL클래스 (23년~현재),2774,4,21,370,I
SL클래스 6세대 (12년~현재),974,1,21,370,I
SL클래스 5세대 (02~12년),213,1,21,370,I
SL클래스 (54~02년),2186,5,21,370,I
CL클래스 3세대 (07~13년),975,0,21,381,I
CL클래스 2세대 (92~06년),217,0,21,381,I
CL클래스 1세대 (92~99년),2187,0,21,381,I
SLC클래스 (16년~현재),1763,0,21,906,I
SLS AMG (10~14년),1248,4,21,371,I
SLR 맥라렌 (03~10년),743,0,21,372,I
SEL (53~94년),1440,3,21,380,I
SEC (81~94년),2162,0,21,380,I
L319 (55~67년),219,0,21,382,I
190 (82~94년),1490,2,21,375,I
220 (59~71년),2743,0,21,1255,I
280 (67~86년),1956,0,21,959,I
600 (63~81년),2331,0,21,1062,I
악트로스 (95년~현재),2514,0,21,1124,I
아록스 (13년~현재),2515,0,21,1125,I
아테고 (15년~현재),2516,0,21,1126,I
기타,2513,1,21,1123,I
718 박스터 (16년~현재),1738,16,43,901,I
718 스파이더 (19년~현재),2215,1,43,901,I
718 카이맨 (16년~현재),1822,3,43,901,I
911 8세대 (19년~현재),1997,79,43,250,I
911 7세대 (12~19년),1481,25,43,250,I
911 6세대 (04~13년),344,4,43,250,I
911 5세대 (99~05년),2478,1,43,250,I
911 (64~98년),2479,4,43,250,I
박스터 3세대 (13~16년),1536,1,43,248,I
박스터 2세대 (05~12년),343,0,43,248,I
박스터 1세대 (96~04년),2490,0,43,248,I
카이맨 (13~16년),1559,0,43,249,I
카이맨 (05~12년),788,0,43,249,I
카레라 GT (04~06년),641,0,43,253,I
마칸 일렉트릭 (24년~현재),2884,1,43,829,I
마칸 (14년~현재),1609,10,43,829,I
카이엔 일렉트릭 (25년~현재),2941,0,43,251,I
카이엔 3세대 (19년~현재),1913,66,43,251,I
카이엔 2세대 (11~18년),1241,4,43,251,I
카이엔 1세대 (02~10년),349,0,43,251,I
타이칸 (20년~현재),2310,19,43,1053,I
파나메라 3세대 (24년~현재),2837,7,43,252,I
파나메라 2세대 (17~24년),1749,35,43,252,I
파나메라 1세대 (09~16년),1170,5,43,252,I
356 (48~65년),1062,0,43,856,I
928 (77~95년),2594,0,43,1156,I
944 (82~91년),2595,0,43,1157,I
959 (86~93년),1293,0,43,254,I
968 (91~95년),2596,0,43,1158,I
1시리즈 4세대 (25년~현재),2915,0,1,342,I
1시리즈 3세대 (20~24년),2212,0,1,342,I
1시리즈 2세대 (12~19년),1543,0,1,342,I
1시리즈 1세대 (04~13년),900,2,1,342,I
2시리즈 2세대 (22년~현재),2724,0,1,814,I
2시리즈 그란쿠페 (25년~현재),2913,0,1,814,I
2시리즈 액티브 투어러 (22년~현재),2740,1,1,814,I
2시리즈 1세대 (13~16년),1602,0,1,814,I
2시리즈 그란쿠페 1세대 (20~24년),2258,2,1,814,I
2시리즈 액티브 투어러 1세대 (14~22년),2257,0,1,814,I
3시리즈 7세대 (19년~현재),1987,10,1,343,I
3시리즈 6세대 (12~18년),1774,5,1,343,I
3시리즈 5세대 (05~13년),732,1,1,343,I
3시리즈 4세대 (97~06년),1,0,1,343,I
3시리즈 3세대 (90~00년),2123,0,1,343,I
3시리즈 (75~94년),2122,0,1,343,I
4시리즈 2세대 (21년~현재),2369,7,1,809,I
4시리즈 1세대 (13~20년),1590,3,1,809,I
5시리즈 8세대 (23년~현재),2808,11,1,344,I
5시리즈 7세대 (17~23년),1824,13,1,344,I
5시리즈 6세대 (10~16년),1767,6,1,344,I
5시리즈 5세대 (03~10년),447,0,1,344,I
5시리즈 4세대 (95~03년),2,0,1,344,I
5시리즈 (72~96년),2125,2,1,344,I
6시리즈 3세대 (11~18년),1420,0,1,345,I
6시리즈 2세대 (03~10년),705,2,1,345,I
6시리즈 1세대 (76~89년),2126,1,1,345,I
7시리즈 7세대 (22년~현재),2759,6,1,346,I
7시리즈 6세대 (16~22년),1708,10,1,346,I
7시리즈 5세대 (08~15년),1047,4,1,346,I
7시리즈 4세대 (02~09년),3,1,1,346,I
7시리즈 3세대 (94~01년),2128,0,1,346,I
7시리즈 (77~94년),2129,0,1,346,I
8시리즈 2세대 (19년~현재),2095,9,1,347,I
8시리즈 1세대 (89~99년),4,0,1,347,I
6시리즈 GT (17년~현재),2130,5,1,348,I
5시리즈 GT (10~17년),1249,1,1,348,I
3시리즈 GT (13년~현재),1872,0,1,348,I
1M (11~12년),2149,0,1,1017,I
M2 2세대 (23년~현재),2794,4,1,1018,I
M2 1세대 (16년~현재),2150,0,1,1018,I
M3 6세대 (21년~현재),2384,3,1,1019,I
M3 5세대 (14년~현재),2155,1,1,1019,I
M3 4세대 (07~13년),2154,1,1,1019,I
M3 3세대 (00~06년),2153,2,1,1019,I
M3 2세대 (92~99년),2152,1,1,1019,I
M3 1세대 (86~91년),2151,0,1,1019,I
M4 2세대 (21년~현재),2385,2,1,1020,I
M4 1세대 (14년~현재),2156,3,1,1020,I
M5 (24년~현재),2880,2,1,1021,I
M5 6세대 (18~24년),2161,1,1,1021,I
M5 5세대 (12~17년),2160,0,1,1021,I
M5 4세대 (05~10년),2159,0,1,1021,I
M5 3세대 (98~03년),2158,1,1,1021,I
M5 (84~95년),2157,0,1,1021,I
M6 3세대 (12년~현재),2164,0,1,1022,I
M6 2세대 (05~10년),2165,0,1,1022,I
M6 1세대 (83~89년),2163,0,1,1022,I
M8 (19년~현재),2166,2,1,1023,I
M 쿠페 2세대 (06~08년),2169,0,1,1024,I
M 로드스터 2세대 (06~08년),2170,0,1,1024,I
M 쿠페 1세대 (98~02년),2167,0,1,1024,I
M 로드스터 1세대 (98~02년),2168,0,1,1024,I
X3 M (19년~현재),2171,0,1,1025,I
X4 M (19년~현재),2172,1,1,1026,I
X5 M 3세대 (20년~현재),2311,2,1,1027,I
X5 M 2세대 (15~19년),2174,0,1,1027,I
X5 M 1세대 (10~13년),2173,0,1,1027,I
X6 M 3세대 (20년~현재),2312,1,1,1028,I
X6 M 2세대 (15~19년),2176,2,1,1028,I
X6 M 1세대 (09~14년),2175,0,1,1028,I
XM (23년~현재),2777,1,1,1271,I
X1 3세대 (23년~현재),2775,0,1,1011,I
X1 2세대 (16년~현재),2132,1,1,1011,I
X1 1세대 (10~15년),2131,0,1,1011,I
X2 2세대 (24년~현재),2838,0,1,1012,I
X2 1세대 (18~24년),2135,2,1,1012,I
X3 (24년~현재),2879,1,1,1013,I
X3 3세대 (17~24년),2138,3,1,1013,I
X3 2세대 (11~17년),2137,0,1,1013,I
X3 1세대 (04~10년),2136,0,1,1013,I
X4 2세대 (18년~현재),2140,7,1,1014,I
X4 1세대 (14~18년),2139,0,1,1014,I
X5 4세대 (19년~현재),2144,10,1,1015,I
X5 3세대 (13~18년),2143,0,1,1015,I
X5 2세대 (07~13년),2142,0,1,1015,I
X5 1세대 (00~06년),2141,0,1,1015,I
X6 3세대 (20년~현재),2147,14,1,1016,I
X6 2세대 (14~19년),2148,1,1,1016,I
X6 1세대 (08~14년),2145,1,1,1016,I
X7 (19년~현재),1994,15,1,349,I
더 뉴 iX (25년~현재),2922,0,1,1221,I
iX (22년~현재),2681,1,1,1221,I
iX1 (23년~현재),2776,1,1,1270,I
iX2 (25년~현재),2889,0,1,1309,I
iX3 (21년~현재),2470,0,1,1115,I
i3 (14년~현재),1605,0,1,815,I
i4 (22년~현재),2713,2,1,1243,I
i5 (23년~현재),2809,0,1,1277,I
i7 (22년~현재),2760,2,1,1265,I
i8 (15년~현재),1633,0,1,824,I
Z3 (96~02년),2177,1,1,1030,I
Z4 (19년~현재),2181,1,1,1031,I
Z4 (09~16년),2180,0,1,1031,I
Z4 (02~08년),2179,0,1,1031,I
Z8 (99~03년),1372,2,1,350,I
02 시리즈 (66~76년),1943,0,1,955,I
296 (22년~현재),2718,28,41,1246,I
308 (75~85년),1890,1,41,939,I
328 (86~89년),1984,0,41,967,I
348 (90~95년),780,0,41,292,I
360 (99~05년),525,0,41,293,I
456 (92~03년),536,0,41,294,I
458 (10~15년),1247,6,41,295,I
488 (15년~현재),1670,17,41,863,I
512TR (91~94년),1027,0,41,296,I
575M (02~06년),534,1,41,299,I
599 (06~12년),850,4,41,300,I
612 (04~11년),744,1,41,301,I
812 (17년~현재),1885,8,41,937,I
849 (26년~현재),2945,0,41,1338,I
F8 (19년~현재),2098,25,41,1008,I
F12 (12~17년),1530,2,41,770,I
F355 (94~99년),330,1,41,302,I
F430 (04~09년),722,3,41,303,I
FF (11~16년),1377,1,41,307,I
GTC4 루쏘 (17년~현재),1794,5,41,915,I
SF90 (20년~현재),2375,19,41,1077,I
라페라리 (13년~현재),2726,0,41,1248,I
로마 (20년~현재),2329,23,41,1061,I
엔초 (02~04년),535,0,41,306,I
캘리포니아 (08년~현재),1144,10,41,305,I
포르토피노 (18년~현재),1939,14,41,952,I
푸로산게 (24년~현재),2865,12,41,1298,I
아말피 (25년~현재),2943,0,41,1335,I
12 칠린드리 (26년~현재),2958,0,41,1340,I
기타,537,0,41,309,I
고스트 2세대 (20년~현재),2339,19,16,230,I
고스트 1세대 (10~20년),1215,14,16,230,I
던 (16년~현재),1820,6,16,918,I
팬텀 8세대 (17년~현재),470,9,16,231,I
팬텀 (03~17년),2552,4,16,231,I
레이스 (14년~현재),1588,19,16,808,I
스펙터 (23년~현재),2814,5,16,1279,I
컬리넌 (18년~현재),1921,28,16,945,I
코니쉬 (71~02년),471,0,16,234,I
실버 쉐도우Ⅱ (77~80년),2450,0,16,1107,I
실버 쉐도우Ⅰ (65~76년),2714,0,16,1107,I
실버 스퍼(스피릿) (80~98년),468,0,16,233,I
실버 클라우드Ⅲ (63~66년),2771,0,16,1269,I
실버 클라우드Ⅱ (59~62년),2769,1,16,1269,I
실버 클라우드Ⅰ (55~59년),2770,0,16,1269,I
뮬산 (10년~현재),1364,6,22,259,I
벤테이가 (16년~현재),1775,23,22,908,I
컨티넨탈 GT (24년~현재),2874,0,22,256,I
컨티넨탈 GT 3세대 (18~24년),1928,17,22,256,I
컨티넨탈 GT 2세대 (12~17년),1455,12,22,256,I
컨티넨탈 GT 1세대 (52~11년),790,2,22,256,I
플라잉스퍼 4세대 (24년~현재),2863,1,22,257,I
플라잉스퍼 3세대 (19년~24년),2232,18,22,257,I
플라잉스퍼 2세대 (14~18년),1616,7,22,257,I
컨티넨탈 플라잉스퍼 1세대 (52~13년),791,0,22,257,I
브룩랜즈 (92~11년),792,0,22,260,I
아르나지 (98~09년),489,1,22,258,I
아주르 (95~11년),892,0,22,261,I
터보 R,488,0,22,849,I
가야르도 (04~14년),640,0,11,212,I
디아블로 (90~02년),164,0,11,214,I
레부엘토,2930,3,11,1326,I
무르시엘라고 (01~10년),462,3,11,213,I
시안 (20년~현재),2813,0,11,1278,I
아벤타도르 (11년~현재),1426,13,11,215,I
우라칸 (14년~현재),1608,20,11,816,I
우루스 (19년~현재),1948,47,11,956,I
테메라리오,2959,0,11,1341,I
A1 (10년~현재),1676,0,32,867,I
A3 4세대 (22년~현재),2731,1,32,174,I
A3 3세대 (14년~현재),1011,0,32,174,I
A3 2세대 (03~13년),273,0,32,174,I
A3 1세대 (96~03년),2188,0,32,174,I
A4 5세대 (16년~현재),1709,0,32,175,I
A4 4세대 (09~16년),1042,0,32,175,I
A4 3세대 (05~08년),274,0,32,175,I
A4 2세대 (01~06년),2189,0,32,175,I
A4 1세대 (94~01년),2190,0,32,175,I
A5 3세대 (25년~현재),2910,0,32,176,I
A5 2세대 (17년~현재),2021,1,32,176,I
A5 1세대 (11~16년),1545,1,32,176,I
A6 5세대 (19년~현재),2096,6,32,177,I
A6 4세대 (12~18년),1768,4,32,177,I
A6 3세대 (05~11년),1071,0,32,177,I
A6 2세대 (98~04년),275,0,32,177,I
A6 1세대 (94~97년),2201,0,32,177,I
A7 2세대 (20년~현재),2298,2,32,178,I
A7 1세대 (10~17년),1427,0,32,178,I
A8 4세대 (18년~현재),1907,9,32,179,I
A8 3세대 (11~17년),1316,3,32,179,I
A8 2세대 (02~10년),276,0,32,179,I
A8 1세대 (94~02년),2210,0,32,179,I
S3 4세대 (22년~현재),2898,0,32,1136,I
S3 3세대 (14~22년),2545,0,32,1136,I
S3 2세대 (06~13년),2544,0,32,1136,I
S3 1세대 (99~03년),2543,0,32,1136,I
S4 6세대 (17년~현재),2551,0,32,1137,I
S4 5세대 (08~16년),2550,0,32,1137,I
S4 (91~08년),2549,0,32,1137,I
S5 3세대 (25년~현재),2911,0,32,1139,I
S5 2세대 (18년~현재),2562,0,32,1139,I
S5 1세대 (07~17년),2556,0,32,1139,I
S6 (19년~현재),2712,0,32,1140,I
S6 (12~18년),2559,0,32,1140,I
S6 (94~11년),2558,0,32,1140,I
S7 2세대 (19년~현재),2555,1,32,1138,I
S7 1세대 (12~17년),2554,0,32,1138,I
S8 4세대 (19년~현재),2561,1,32,186,I
S8 3세대 (13~18년),1851,0,32,186,I
S8 (96~10년),2560,1,32,186,I
RS3 (23년~현재),2897,1,32,1132,I
RS3 (03~20년),2530,0,32,1132,I
RS4 2세대 (06~08년),2532,0,32,1133,I
RS4 1세대 (99~01년),2533,0,32,1133,I
RS5 (18년~현재),2541,0,32,1135,I
RS5 (10~17년),2540,0,32,1135,I
RS6 (13년~현재),2537,1,32,1134,I
RS6 (02~11년),2536,0,32,1134,I
RS7 (21년~현재),2542,2,32,187,I
RS7 (14~17년),1603,0,32,187,I
R8 2세대 (16년~현재),1880,2,32,185,I
R8 1세대 (06~15년),874,1,32,185,I
Q2 (18년~현재),1916,0,32,944,I
Q3 2세대 (20년~현재),2308,0,32,180,I
Q3 1세대 (12년~16년),1506,0,32,180,I
Q5 3세대 (25년~현재),2908,0,32,181,I
Q5 2세대 (20년~현재),2307,1,32,181,I
Q5 1세대 (08~16년),1055,0,32,181,I
Q7 2세대 (16년~현재),1703,2,32,182,I
Q7 1세대 (05~15년),834,0,32,182,I
Q8 (19년~현재),2014,2,32,976,I
SQ5 (20년~현재),2330,0,32,795,I
SQ5 (13~17년),1571,0,32,795,I
SQ7 (24년~현재),2867,0,32,1300,I
SQ8 (20년~현재),2350,2,32,1067,I
RS Q8 (19년~현재),2221,1,32,1035,I
뉴 TT [8S] (15년~현재),1764,0,32,184,I
뉴 TTS (15년~현재),1679,0,32,184,I
TT [8J] (06~14년),912,1,32,184,I
TT (98~06년),278,1,32,184,I
TTS (06~14년),1143,0,32,184,I
A6 e-트론 (25년~현재),2923,0,32,1321,I
S6 e-트론 (25년~현재),2926,0,32,1322,I
Q4 e-트론 (22년~현재),2744,0,32,1256,I
Q6 e-트론 (25년~현재),2895,0,32,1312,I
Q8 e-트론 (24년~현재),2843,0,32,1289,I
SQ6 e-트론 (25년~현재),2896,0,32,1313,I
SQ8 e-트론 (24년~현재),2844,0,32,1290,I
e-트론 (20년~현재),2320,2,32,1056,I
e-트론 GT (21년~현재),2471,0,32,1116,I
RS e-트론 GT (22년~현재),2748,1,32,1260,I
올로드콰트로 (99~05년),283,0,32,183,I
A4 올로드콰트로 (08~15년),2191,0,32,183,I
A2 (99~05년),2527,0,32,1130,I
V8 (88~94년),2526,0,32,1127,I
80 (66~96년),281,0,32,209,I
100 (68~94년),2528,0,32,1129,I
골프 8세대 (22년~현재),2703,2,44,310,I
골프 7세대 (13~19년),354,0,44,310,I
골프 6세대 (08~14년),2192,0,44,310,I
골프 5세대 (04~09년),2193,0,44,310,I
골프 4세대 (97~04년),2194,0,44,310,I
골프 3세대 (91~99년),2195,0,44,310,I
골프 (74~92년),2196,0,44,310,I
폴로 5세대 (09년~현재),873,0,44,812,I
폴로 4세대 (02~09년),2199,0,44,812,I
폴로 3세대 (94~02년),2198,0,44,812,I
폴로 (75~94년),2197,0,44,812,I
시로코 3세대 (08년~현재),1487,1,44,311,I
시로코 (74~92년),2202,0,44,311,I
